id,web_name,team_name,team_short_name,element_type,now_cost,form,points_per_game,total_points,selected_by_percent,minutes,goals_scored,assists,clean_sheets,bonus,status
311,Beto,Everton,EVE,4,5.0,10.3,2.8,91,3.3,1341,8,1,5,12,d
515,Gibbs-White,Nott'm Forest,NFO,3,7.5,10.0,4.7,155,6.1,2811,12,2,9,14,a
508,N.Williams,Nott'm Forest,NFO,2,4.8,9.3,3.7,117,4.3,2798,2,3,8,15,a
64,Watkins,Aston Villa,AVL,4,8.6,9.0,4.0,127,10.0,2454,11,3,9,17,a
606,Mavropanos,West Ham,WHU,2,4.4,8.0,3.9,98,0.9,1992,3,0,4,5,a
698,Okafor,Leeds,LEE,3,5.5,7.5,3.7,97,1.4,1426,7,3,5,9,a
457,Casemiro,Man Utd,MUN,3,5.7,7.0,4.8,148,3.4,2315,8,4,9,17,a
411,O'Reilly,Man City,MCI,2,5.1,7.0,4.9,146,13.6,2283,5,4,12,10,a
373,Virgil,Liverpool,LIV,2,6.2,6.7,4.6,152,32.8,2970,4,1,10,10,a
417,Cherki,Man City,MCI,3,6.4,6.7,4.4,120,9.9,1456,4,11,7,16,a
136,Thiago,Brentford,BRE,4,7.3,6.3,5.1,168,34.9,2832,21,1,9,22,a
47,Rogers,Aston Villa,AVL,3,7.4,6.3,4.6,151,23.0,2920,9,7,9,14,a
242,Dewsbury-Hall,Everton,EVE,3,5.1,6.0,5.1,132,4.9,2186,7,6,8,17,a
381,M.Salah,Liverpool,LIV,3,14.0,6.0,4.8,115,14.5,1997,7,6,7,10,a
110,Kayode,Brentford,BRE,2,4.6,6.0,3.2,104,1.1,2808,1,2,9,9,a
283,Mateta,Crystal Palace,CRY,4,7.6,6.0,3.9,97,7.3,1959,10,0,8,12,a
733,Lammens,Man Utd,MUN,1,5.1,6.0,3.3,88,2.9,2430,0,0,6,9,a
500,Osula,Newcastle,NEW,4,5.4,6.0,2.5,48,0.3,454,4,1,1,7,a
706,Justin,Leeds,LEE,2,3.9,5.8,3.2,78,1.3,1443,2,1,5,9,a
101,Kelleher,Brentford,BRE,1,4.8,5.7,3.8,122,12.9,2880,0,0,9,8,a
526,Igor Jesus,Nott'm Forest,NFO,4,5.8,5.7,2.8,90,1.3,1927,4,4,8,10,a
443,Shaw,Man Utd,MUN,2,4.5,5.5,2.7,88,0.8,2797,0,1,7,3,a
447,Heaven,Man Utd,MUN,2,3.7,5.5,2.6,39,2.2,740,0,1,2,3,a
624,Bowen,West Ham,WHU,4,7.7,5.3,4.9,157,11.6,2869,8,10,6,23,a
260,Guéhi,Man City,MCI,2,5.1,5.3,5.0,151,34.1,2700,3,4,11,12,a
299,Ndiaye,Everton,EVE,3,6.2,5.3,4.4,118,4.4,2331,6,3,8,7,a
505,Milenković,Nott'm Forest,NFO,2,5.1,5.3,3.1,103,3.3,2970,0,1,8,2,a
54,McGinn,Aston Villa,AVL,3,5.3,5.3,3.4,89,0.6,1886,4,3,8,6,a
344,Bijol,Leeds,LEE,2,3.9,5.2,3.8,76,1.2,1486,1,2,4,5,a
449,B.Fernandes,Man Utd,MUN,3,10.3,5.0,6.6,199,45.5,2615,8,19,5,36,a
106,Collins,Brentford,BRE,2,4.9,5.0,3.8,114,2.7,2521,1,2,8,7,a
314,Leno,Fulham,FUL,1,4.9,5.0,3.1,101,1.9,2970,0,0,7,7,a
113,Van den Berg,Brentford,BRE,2,4.6,5.0,3.5,99,1.3,2483,0,2,7,3,a
173,Wieffer,Brighton,BHA,3,4.9,5.0,3.9,90,0.7,1749,2,4,6,6,a
302,Gana,Everton,EVE,3,5.4,5.0,3.4,81,0.1,2009,2,3,5,4,a
335,King,Fulham,FUL,3,4.4,5.0,2.2,59,1.8,1195,1,3,5,3,a
329,Wilson,Fulham,FUL,3,6.0,4.7,5.1,157,22.1,2431,10,8,8,21,a
74,Truffert,Bournemouth,BOU,2,4.7,4.7,4.1,136,4.5,2928,1,4,9,14,a
387,Szoboszlai,Liverpool,LIV,3,7.1,4.3,4.3,133,13.1,2782,5,4,9,17,a
694,Mukiele,Sunderland,SUN,2,4.5,4.3,4.7,128,7.8,2334,2,5,8,10,a
90,Scott,Bournemouth,BOU,3,5.1,4.3,3.7,121,3.2,2488,3,2,9,9,a
547,E.Le Fée,Sunderland,SUN,3,4.8,4.3,3.9,120,1.1,2480,4,5,9,10,a
384,Gakpo,Liverpool,LIV,3,7.3,4.3,3.8,117,5.6,2317,6,5,10,5,a
485,Gordon,Newcastle,NEW,3,7.4,4.3,3.9,101,6.9,1798,6,4,8,10,d
107,Lewis-Potter,Brentford,BRE,2,4.8,4.3,3.1,96,1.6,1512,3,2,8,3,a
292,Mykolenko,Everton,EVE,2,4.9,4.3,3.2,90,0.6,2509,0,1,9,2,a
516,Hudson-Odoi,Nott'm Forest,NFO,3,5.7,4.3,2.9,88,0.7,1838,3,4,6,8,d
717,Xavi,Spurs,TOT,3,6.5,4.3,2.9,77,1.5,1685,2,5,3,7,a
544,Diarra,Sunderland,SUN,3,5.3,4.3,3.7,59,0.1,1279,2,5,5,3,a
686,Ngumoha,Liverpool,LIV,3,4.3,4.3,2.1,32,1.0,304,2,0,2,3,a
342,Bogle,Leeds,LEE,2,4.4,4.2,2.8,88,0.7,2583,1,4,6,1,a
303,Garner,Everton,EVE,3,5.3,4.0,4.4,145,4.2,2963,2,6,11,13,a
450,Cunha,Man Utd,MUN,3,8.0,4.0,4.2,125,8.6,2238,8,4,7,12,a
670,Roefs,Sunderland,SUN,1,4.8,4.0,4.1,122,8.3,2700,0,0,9,12,a
178,Welbeck,Brighton,BHA,4,6.3,4.0,3.4,110,8.6,1965,12,0,8,17,a
568,Pedro Porro,Spurs,TOT,2,5.1,4.0,3.2,94,9.9,2343,1,3,7,5,a
37,Digne,Aston Villa,AVL,2,4.5,4.0,3.2,90,1.6,1646,0,6,7,5,a
643,André,Wolves,WOL,3,5.2,4.0,2.8,85,0.1,2310,1,0,2,4,a
521,Sangaré,Nott'm Forest,NFO,3,4.9,4.0,3.3,83,0.1,1944,2,2,8,2,a
502,Sels,Nott'm Forest,NFO,1,4.6,4.0,3.2,82,4.9,2217,0,0,6,3,a
215,Flemming,Burnley,BUR,4,5.3,4.0,3.3,80,0.4,1355,9,0,3,8,a
783,Groß,Brighton,BHA,3,5.5,4.0,4.1,57,1.7,1186,1,4,4,7,a
341,Darlow,Leeds,LEE,1,3.9,4.0,3.1,52,5.4,1530,0,0,4,0,a
791,Taty,West Ham,WHU,4,5.5,4.0,3.5,42,0.2,942,4,1,5,3,a
367,Mamardashvili,Liverpool,LIV,1,4.1,4.0,3.9,31,0.8,687,0,0,2,2,d
551,Rigg,Sunderland,SUN,3,4.7,4.0,2.0,30,0.1,699,1,0,3,1,a
151,Van Hecke,Brighton,BHA,2,4.6,3.8,4.2,131,9.8,2760,3,3,8,8,a
517,Anderson,Nott'm Forest,NFO,3,5.6,3.7,4.4,144,7.4,2953,2,3,9,10,a
407,Matheus N.,Man City,MCI,2,5.3,3.7,4.8,139,3.1,2444,1,8,10,16,a
317,Andersen,Fulham,FUL,2,4.5,3.7,3.7,111,4.8,2651,0,1,7,5,a
120,Schade,Brentford,BRE,3,7.0,3.7,3.7,110,1.7,2386,7,5,10,5,a
293,O'Brien,Everton,EVE,2,4.9,3.7,3.3,107,0.7,2726,0,3,10,2,a
668,Xhaka,Sunderland,SUN,3,5.1,3.7,3.7,106,3.2,2451,1,5,8,5,a
318,Bassey,Fulham,FUL,2,4.4,3.7,3.4,86,0.7,2082,1,1,5,9,a
730,Brobbey,Sunderland,SUN,4,5.3,3.7,2.9,75,0.8,1533,6,1,5,11,a
388,C.Jones,Liverpool,LIV,3,5.4,3.7,2.0,59,0.1,1477,0,2,3,3,a
139,Verbruggen,Brighton,BHA,1,4.5,3.5,3.4,112,8.6,2970,0,0,8,6,a
