id,web_name,team_name,team_short_name,element_type,now_cost,cost_change_event,cost_change_start
2,Arrizabalaga,Arsenal,ARS,1,5.0,0,0
452,Bruno G.,Arsenal,ARS,3,7.0,0,0
8,Calafiori,Arsenal,ARS,2,5.5,0,0
20,Dowman,Arsenal,ARS,3,5.5,0,0
14,Eze,Arsenal,ARS,3,6.5,0,0
23,Fábio Vieira,Arsenal,ARS,3,5.5,0,0
27,G.Jesus,Arsenal,ARS,4,6.0,0,0
4,Gabriel,Arsenal,ARS,2,8.0,0,0
25,Gyökeres,Arsenal,ARS,4,7.5,0,0
26,Havertz,Arsenal,ARS,4,7.5,0,0
9,Hincapie,Arsenal,ARS,2,5.5,0,0
5,J.Timber,Arsenal,ARS,2,6.5,0,0
7,Lewis-Skelly,Arsenal,ARS,3,5.5,0,0
16,Madueke,Arsenal,ARS,3,6.5,0,0
18,Martinelli,Arsenal,ARS,3,6.5,0,0
17,Merino,Arsenal,ARS,3,6.0,0,0
3,Meslier,Arsenal,ARS,1,5.0,0,0
11,Mosquera,Arsenal,ARS,2,5.5,0,0
24,Nelson,Arsenal,ARS,3,5.5,0,0
22,Nwaneri,Arsenal,ARS,3,5.5,0,0
1,Raya,Arsenal,ARS,1,6.0,0,0
13,Rice,Arsenal,ARS,3,7.5,0,0
12,Saka,Arsenal,ARS,3,9.5,0,0
6,Saliba,Arsenal,ARS,2,6.0,0,0
557,Tzolis,Arsenal,ARS,3,6.5,0,0
10,White,Arsenal,ARS,2,5.5,0,0
19,Zubimendi,Arsenal,ARS,3,5.5,0,0
15,Ødegaard,Arsenal,ARS,3,6.5,0,0
38,A.García,Aston Villa,AVL,2,4.0,0,0
56,Abraham,Aston Villa,AVL,4,5.5,0,0
52,Alysson,Aston Villa,AVL,3,5.0,0,0
44,Bailey,Aston Villa,AVL,3,5.5,0,0
46,Barkley,Aston Villa,AVL,3,5.0,0,0
35,Bogarde,Aston Villa,AVL,3,5.0,0,0
41,Buendía,Aston Villa,AVL,3,6.0,0,0
50,Burrowes,Aston Villa,AVL,3,4.5,0,0
32,Cash,Aston Villa,AVL,2,4.5,0,0
30,Digne,Aston Villa,AVL,2,4.5,0,0
160,Garnacho,Aston Villa,AVL,3,6.0,0,0
51,George Hemmings,Aston Villa,AVL,3,4.5,0,0
54,Gomes,Aston Villa,AVL,3,5.5,0,0
49,Iling Jr,Aston Villa,AVL,3,5.0,0,0
47,Kamara,Aston Villa,AVL,3,5.0,0,0
31,Konsa,Aston Villa,AVL,2,4.5,0,0
37,Lindelöf,Aston Villa,AVL,2,4.5,0,0
29,M.Bizot,Aston Villa,AVL,1,4.5,0,0
36,Maatsen,Aston Villa,AVL,2,4.5,0,0
582,Madjo,Aston Villa,AVL,4,5.5,0,0
53,Manzambi,Aston Villa,AVL,3,6.0,0,0
28,Martinez,Aston Villa,AVL,1,5.0,0,0
45,McGinn,Aston Villa,AVL,3,5.5,0,0
33,Mings,Aston Villa,AVL,2,4.5,0,0
39,Nedeljkovic,Aston Villa,AVL,2,4.0,0,0
48,Onana,Aston Villa,AVL,3,5.0,0,0
34,Pau,Aston Villa,AVL,2,4.5,0,0
55,Watkins,Aston Villa,AVL,4,8.0,0,0
73,Adams,Bournemouth,BOU,3,5.0,0,0
77,Adli,Bournemouth,BOU,3,5.0,0,0
74,Brooks,Bournemouth,BOU,3,5.0,0,0
75,Christie,Bournemouth,BOU,3,5.0,0,0
71,Cook,Bournemouth,BOU,3,5.0,0,0
59,Dennis,Bournemouth,BOU,1,4.0,0,0
62,Diakité,Bournemouth,BOU,2,5.0,0,0
80,Enes Ünal,Bournemouth,BOU,4,5.5,0,0
79,Evanilson,Bournemouth,BOU,4,6.0,0,0
58,Forster,Bournemouth,BOU,1,4.0,0,0
72,Gannon-Doak,Bournemouth,BOU,3,5.0,0,0
60,Hill,Bournemouth,BOU,2,5.5,0,0
65,J.Araujo,Bournemouth,BOU,2,4.5,0,0
70,Kluivert,Bournemouth,BOU,3,6.0,0,0
78,Kroupi.Jr,Bournemouth,BOU,3,7.5,0,0
63,Milosavljević,Bournemouth,BOU,2,5.0,0,0
57,Petrović,Bournemouth,BOU,1,4.5,0,0
67,Rayan,Bournemouth,BOU,3,6.5,0,0
81,Rodríguez,Bournemouth,BOU,4,6.0,0,0
573,Sanchez,Bournemouth,BOU,2,4.5,0,0
69,Scott,Bournemouth,BOU,3,6.0,0,0
566,Silva,Bournemouth,BOU,2,5.0,0,0
64,Smith,Bournemouth,BOU,2,4.5,0,0
66,Soler,Bournemouth,BOU,2,4.0,0,0
68,Tavernier,Bournemouth,BOU,3,6.0,0,0
61,Truffert,Bournemouth,BOU,2,5.5,0,0
76,Tóth.A,Bournemouth,BOU,3,5.0,0,0
87,Ajer,Brentford,BRE,2,4.5,0,0
105,Anthony,Brentford,BRE,3,6.0,0,0
100,Carvalho,Brentford,BRE,3,5.0,0,0
84,Collins,Brentford,BRE,2,5.5,0,0
96,Damsgaard,Brentford,BRE,3,5.5,0,0
103,Dasilva,Brentford,BRE,3,5.0,0,0
107,Furo,Brentford,BRE,4,4.5,0,0
89,Henry,Brentford,BRE,2,4.5,0,0
90,Hickey,Brentford,BRE,2,4.5,0,0
98,Janelt,Brentford,BRE,3,5.0,0,0
97,Jensen,Brentford,BRE,3,5.5,0,0
92,Ji-soo,Brentford,BRE,2,4.5,0,0
88,Kayode,Brentford,BRE,2,4.5,0,0
82,Kelleher,Brentford,BRE,1,5.0,0,0
86,Lewis-Potter,Brentford,BRE,3,5.5,0,0
99,Milambo,Brentford,BRE,3,5.0,0,0
95,O.Dango,Brentford,BRE,3,6.5,0,0
91,Pinnock,Brentford,BRE,2,4.5,0,0
565,Sangaré,Brentford,BRE,3,5.5,0,0
94,Schade,Brentford,BRE,3,6.0,0,0
93,Schuster,Brentford,BRE,2,4.5,0,0
106,Thiago,Brentford,BRE,4,8.0,0,0
83,Valdimarsson,Brentford,BRE,1,4.5,0,0
85,Van den Berg,Brentford,BRE,2,5.0,0,0
108,Wilson,Brentford,BRE,4,5.5,0,0
102,Yarmoliuk,Brentford,BRE,3,5.0,0,0
129,Ayari,Brighton,BHA,3,5.5,0,0
131,Baleba,Brighton,BHA,3,5.0,0,0
114,Boscagli,Brighton,BHA,2,4.5,0,0
128,Buonanotte,Brighton,BHA,3,5.0,0,0
117,Coppola,Brighton,BHA,2,4.5,0,0
119,Costinha,Brighton,BHA,2,4.5,0,0
115,De Cuyper,Brighton,BHA,2,4.5,0,0
116,Dunk,Brighton,BHA,2,4.5,0,0
113,F.Kadıoğlu,Brighton,BHA,2,4.5,0,0
139,Ferguson,Brighton,BHA,4,5.0,0,0
125,Georginio,Brighton,BHA,4,5.5,0,0
127,Gomez,Brighton,BHA,3,5.0,0,0
124,Groß,Brighton,BHA,3,5.5,0,0
123,Hinshelwood,Brighton,BHA,3,6.0,0,0
132,Howell,Brighton,BHA,3,4.5,0,0
118,Igor,Brighton,BHA,2,4.5,0,0
138,Kostoulas,Brighton,BHA,4,5.5,0,0
122,Minteh,Brighton,BHA,3,6.0,0,0
121,Mitoma,Brighton,BHA,3,6.0,0,0
126,O'Riley,Brighton,BHA,3,5.5,0,0
134,Oriola,Brighton,BHA,3,4.5,0,0
111,Steele,Brighton,BHA,1,4.0,0,0
328,Struijk,Brighton,BHA,2,5.0,0,0
120,Svoboda,Brighton,BHA,2,5.0,0,0
137,Tzimas,Brighton,BHA,4,5.5,0,0
109,Verbruggen,Brighton,BHA,1,4.5,0,0
504,Vuskovic,Brighton,BHA,2,5.0,0,0
133,Watson,Brighton,BHA,3,5.0,0,0
130,Wieffer,Brighton,BHA,2,5.0,0,0
135,Yohanna,Brighton,BHA,3,5.0,0,0
151,Acheampong,Chelsea,CHE,2,4.5,0,0
561,Anselmino,Chelsea,CHE,2,4.5,0,0
146,B.Badiashile,Chelsea,CHE,2,4.5,0,0
568,Barco,Chelsea,CHE,3,5.5,0,0
159,Caicedo,Chelsea,CHE,3,5.5,0,0
143,Chalobah,Chelsea,CHE,2,5.5,0,0
583,Chavarria,Chelsea,CHE,2,5.0,0,0
149,Colwill,Chelsea,CHE,2,5.0,0,0
163,D.Essugo,Chelsea,CHE,3,4.5,0,0
167,Delap,Chelsea,CHE,4,5.5,0,0
153,Disasi,Chelsea,CHE,2,4.5,0,0
170,Emegha,Chelsea,CHE,4,5.0,0,0
155,Enzo,Chelsea,CHE,3,7.0,0,0
157,Estêvão,Chelsea,CHE,3,6.5,0,0
145,Fofana,Chelsea,CHE,2,5.0,0,0
158,Gittens,Chelsea,CHE,3,6.0,0,0
144,Gusto,Chelsea,CHE,2,5.0,0,0
148,Hato,Chelsea,CHE,2,4.5,0,0
101,Henderson,Chelsea,CHE,3,5.0,0,0
142,James,Chelsea,CHE,2,5.5,0,0
165,João Pedro,Chelsea,CHE,4,7.5,0,0
141,Jörgensen,Chelsea,CHE,1,5.0,0,0
200,Lacroix,Chelsea,CHE,2,6.0,0,0
161,Lavia,Chelsea,CHE,3,5.0,0,0
150,M.Sarr,Chelsea,CHE,2,4.5,0,0
168,Marc Guiu,Chelsea,CHE,4,5.0,0,0
169,Mheuka,Chelsea,CHE,4,4.5,0,0
578,Mudryk,Chelsea,CHE,3,5.5,0,0
166,N.Jackson,Chelsea,CHE,4,6.5,0,0
156,Neto,Chelsea,CHE,3,6.5,0,0
152,Palestra,Chelsea,CHE,2,5.5,0,0
154,Palmer,Chelsea,CHE,3,9.5,0,0
560,Penders,Chelsea,CHE,1,4.5,0,0
164,Quenda,Chelsea,CHE,3,5.5,0,0
40,Rogers,Chelsea,CHE,3,7.5,0,0
140,Sánchez,Chelsea,CHE,1,5.0,0,0
147,Tosin,Chelsea,CHE,2,4.5,0,0
136,Welbeck,Chelsea,CHE,4,6.0,0,0
182,Amenda,Coventry City,COV,2,4.0,0,0
192,Andrews,Coventry City,COV,3,4.5,0,0
197,Bassette,Coventry City,COV,4,4.5,0,0
178,Bidwell,Coventry City,COV,2,4.0,0,0
191,Borges Rodrigues,Coventry City,COV,3,4.5,0,0
181,Brau,Coventry City,COV,2,4.0,0,0
176,Dasilva,Coventry City,COV,2,4.0,0,0
171,Dovin,Coventry City,COV,1,4.0,0,0
187,Eccles,Coventry City,COV,3,5.0,0,0
184,Grimes,Coventry City,COV,3,5.0,0,0
584,Hamer,Coventry City,COV,3,5.5,0,0
177,Kesler-Hayden,Coventry City,COV,2,4.0,0,0
174,Kitching,Coventry City,COV,2,4.0,0,0
179,Latibeaudiere,Coventry City,COV,2,4.0,0,0
196,Markelo,Coventry City,COV,4,5.0,0,0
186,Mason-Clark,Coventry City,COV,3,5.5,0,0
104,Onyeka,Coventry City,COV,3,5.0,0,0
183,Rudoni,Coventry City,COV,3,5.0,0,0
110,Rushworth,Coventry City,COV,1,4.5,0,0
185,Sakamoto,Coventry City,COV,3,5.0,0,0
189,Shepherd,Coventry City,COV,3,4.5,0,0
195,Simms,Coventry City,COV,4,5.0,0,0
190,Tchaouna,Coventry City,COV,3,5.5,0,0
173,Thomas,Coventry City,COV,2,4.0,0,0
194,Thomas-Asante,Coventry City,COV,4,5.0,0,0
188,Torp,Coventry City,COV,3,5.5,0,0
172,Wilson,Coventry City,COV,1,4.5,0,0
180,Woolfenden,Coventry City,COV,2,4.0,0,0
193,Wright,Coventry City,COV,4,5.5,0,0
575,Yirenkyi,Coventry City,COV,3,5.0,0,0
175,van Ewijk,Coventry City,COV,2,4.0,0,0
199,Benitez,Crystal Palace,CRY,1,4.5,0,0
203,Canvot,Crystal Palace,CRY,2,5.0,0,0
220,Cardines,Crystal Palace,CRY,2,4.5,0,0
206,Chadi Riad,Crystal Palace,CRY,2,4.5,0,0
215,Devenny,Crystal Palace,CRY,3,5.0,0,0
218,Doucouré,Crystal Palace,CRY,3,5.0,0,0
221,Drakes-Thomas,Crystal Palace,CRY,3,4.5,0,0
216,Esse,Crystal Palace,CRY,3,5.0,0,0
42,Guessand,Crystal Palace,CRY,3,5.5,0,0
198,Henderson,Crystal Palace,CRY,1,5.0,0,0
212,Hughes,Crystal Palace,CRY,3,4.5,0,0
219,J.Rak-Sakyi,Crystal Palace,CRY,3,5.0,0,0
214,Kamada,Crystal Palace,CRY,3,5.0,0,0
213,Lerma,Crystal Palace,CRY,3,5.0,0,0
217,M.França,Crystal Palace,CRY,3,5.0,0,0
223,Mateta,Crystal Palace,CRY,4,6.5,0,0
555,Matthews,Crystal Palace,CRY,1,4.0,0,0
241,McNeil,Crystal Palace,CRY,3,5.5,0,0
207,Mingueza,Crystal Palace,CRY,2,4.5,0,0
204,Mitchell,Crystal Palace,CRY,2,4.5,0,0
201,Muñoz,Crystal Palace,CRY,2,5.5,0,0
224,Nketiah,Crystal Palace,CRY,4,5.5,0,0
202,Richards,Crystal Palace,CRY,2,5.0,0,0
208,Sarr,Crystal Palace,CRY,3,6.5,0,0
205,Sosa,Crystal Palace,CRY,2,4.5,0,0
222,Strand Larsen,Crystal Palace,CRY,4,6.0,0,0
577,Tomiyasu,Crystal Palace,CRY,2,4.5,0,0
225,Uche,Crystal Palace,CRY,4,5.0,0,0
210,Wharton,Crystal Palace,CRY,3,5.5,0,0
211,Yeremy,Crystal Palace,CRY,3,5.5,0,0
243,Alcaraz,Everton,EVE,3,5.0,0,0
244,Armstrong,Everton,EVE,3,5.0,0,0
235,Aznou,Everton,EVE,2,4.0,0,0
249,Barry,Everton,EVE,4,5.5,0,0
248,Beto,Everton,EVE,4,5.5,0,0
230,Branthwaite,Everton,EVE,2,5.5,0,0
236,Dewsbury-Hall,Everton,EVE,3,6.5,0,0
245,Dibling,Everton,EVE,3,5.5,0,0
239,Garner,Everton,EVE,3,6.0,0,0
242,George,Everton,EVE,3,5.5,0,0
247,Hackney,Everton,EVE,3,5.5,0,0
