id,code,team_h,team_h_score,team_a,team_a_score,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,difficulty,player_id
311,2562205,1,,4,,32.0,False,0,False,2026-04-11T11:30:00Z,Gameweek 32,True,3,1
327,2562221,13,,1,,33.0,False,0,False,2026-04-19T15:30:00Z,Gameweek 33,False,5,1
331,2562226,1,,15,,34.0,False,0,False,2026-04-25T16:30:00Z,Gameweek 34,True,3,1
341,2562236,1,,10,,35.0,False,0,False,2026-05-02T16:30:00Z,Gameweek 35,True,3,1
360,2562254,19,,1,,36.0,False,0,False,2026-05-10T15:30:00Z,Gameweek 36,False,2,1
361,2562256,1,,3,,37.0,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,2,1
373,2562267,8,,1,,38.0,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,3,1
311,2562205,1,,4,,32.0,False,0,False,2026-04-11T11:30:00Z,Gameweek 32,True,3,2
327,2562221,13,,1,,33.0,False,0,False,2026-04-19T15:30:00Z,Gameweek 33,False,5,2
331,2562226,1,,15,,34.0,False,0,False,2026-04-25T16:30:00Z,Gameweek 34,True,3,2
341,2562236,1,,10,,35.0,False,0,False,2026-05-02T16:30:00Z,Gameweek 35,True,3,2
360,2562254,19,,1,,36.0,False,0,False,2026-05-10T15:30:00Z,Gameweek 36,False,2,2
361,2562256,1,,3,,37.0,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,2,2
373,2562267,8,,1,,38.0,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,3,2
311,2562205,1,,4,,32.0,False,0,False,2026-04-11T11:30:00Z,Gameweek 32,True,3,3
327,2562221,13,,1,,33.0,False,0,False,2026-04-19T15:30:00Z,Gameweek 33,False,5,3
331,2562226,1,,15,,34.0,False,0,False,2026-04-25T16:30:00Z,Gameweek 34,True,3,3
341,2562236,1,,10,,35.0,False,0,False,2026-05-02T16:30:00Z,Gameweek 35,True,3,3
360,2562254,19,,1,,36.0,False,0,False,2026-05-10T15:30:00Z,Gameweek 36,False,2,3
361,2562256,1,,3,,37.0,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,2,3
373,2562267,8,,1,,38.0,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,3,3
311,2562205,1,,4,,32.0,False,0,False,2026-04-11T11:30:00Z,Gameweek 32,True,3,4
327,2562221,13,,1,,33.0,False,0,False,2026-04-19T15:30:00Z,Gameweek 33,False,5,4
331,2562226,1,,15,,34.0,False,0,False,2026-04-25T16:30:00Z,Gameweek 34,True,3,4
341,2562236,1,,10,,35.0,False,0,False,2026-05-02T16:30:00Z,Gameweek 35,True,3,4
360,2562254,19,,1,,36.0,False,0,False,2026-05-10T15:30:00Z,Gameweek 36,False,2,4
361,2562256,1,,3,,37.0,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,2,4
373,2562267,8,,1,,38.0,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,3,4
311,2562205,1,,4,,32.0,False,0,False,2026-04-11T11:30:00Z,Gameweek 32,True,3,5
327,2562221,13,,1,,33.0,False,0,False,2026-04-19T15:30:00Z,Gameweek 33,False,5,5
331,2562226,1,,15,,34.0,False,0,False,2026-04-25T16:30:00Z,Gameweek 34,True,3,5
341,2562236,1,,10,,35.0,False,0,False,2026-05-02T16:30:00Z,Gameweek 35,True,3,5
360,2562254,19,,1,,36.0,False,0,False,2026-05-10T15:30:00Z,Gameweek 36,False,2,5
361,2562256,1,,3,,37.0,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,2,5
373,2562267,8,,1,,38.0,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,3,5
311,2562205,1,,4,,32.0,False,0,False,2026-04-11T11:30:00Z,Gameweek 32,True,3,6
327,2562221,13,,1,,33.0,False,0,False,2026-04-19T15:30:00Z,Gameweek 33,False,5,6
331,2562226,1,,15,,34.0,False,0,False,2026-04-25T16:30:00Z,Gameweek 34,True,3,6
341,2562236,1,,10,,35.0,False,0,False,2026-05-02T16:30:00Z,Gameweek 35,True,3,6
360,2562254,19,,1,,36.0,False,0,False,2026-05-10T15:30:00Z,Gameweek 36,False,2,6
361,2562256,1,,3,,37.0,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,2,6
373,2562267,8,,1,,38.0,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,3,6
311,2562205,1,,4,,32.0,False,0,False,2026-04-11T11:30:00Z,Gameweek 32,True,3,7
327,2562221,13,,1,,33.0,False,0,False,2026-04-19T15:30:00Z,Gameweek 33,False,5,7
331,2562226,1,,15,,34.0,False,0,False,2026-04-25T16:30:00Z,Gameweek 34,True,3,7
341,2562236,1,,10,,35.0,False,0,False,2026-05-02T16:30:00Z,Gameweek 35,True,3,7
360,2562254,19,,1,,36.0,False,0,False,2026-05-10T15:30:00Z,Gameweek 36,False,2,7
361,2562256,1,,3,,37.0,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,2,7
373,2562267,8,,1,,38.0,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,3,7
311,2562205,1,,4,,32.0,False,0,False,2026-04-11T11:30:00Z,Gameweek 32,True,3,8
327,2562221,13,,1,,33.0,False,0,False,2026-04-19T15:30:00Z,Gameweek 33,False,5,8
331,2562226,1,,15,,34.0,False,0,False,2026-04-25T16:30:00Z,Gameweek 34,True,3,8
341,2562236,1,,10,,35.0,False,0,False,2026-05-02T16:30:00Z,Gameweek 35,True,3,8
360,2562254,19,,1,,36.0,False,0,False,2026-05-10T15:30:00Z,Gameweek 36,False,2,8
361,2562256,1,,3,,37.0,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,2,8
373,2562267,8,,1,,38.0,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,3,8
311,2562205,1,,4,,32.0,False,0,False,2026-04-11T11:30:00Z,Gameweek 32,True,3,9
327,2562221,13,,1,,33.0,False,0,False,2026-04-19T15:30:00Z,Gameweek 33,False,5,9
331,2562226,1,,15,,34.0,False,0,False,2026-04-25T16:30:00Z,Gameweek 34,True,3,9
341,2562236,1,,10,,35.0,False,0,False,2026-05-02T16:30:00Z,Gameweek 35,True,3,9
360,2562254,19,,1,,36.0,False,0,False,2026-05-10T15:30:00Z,Gameweek 36,False,2,9
361,2562256,1,,3,,37.0,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,2,9
373,2562267,8,,1,,38.0,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,3,9
311,2562205,1,,4,,32.0,False,0,False,2026-04-11T11:30:00Z,Gameweek 32,True,3,10
327,2562221,13,,1,,33.0,False,0,False,2026-04-19T15:30:00Z,Gameweek 33,False,5,10
331,2562226,1,,15,,34.0,False,0,False,2026-04-25T16:30:00Z,Gameweek 34,True,3,10
341,2562236,1,,10,,35.0,False,0,False,2026-05-02T16:30:00Z,Gameweek 35,True,3,10
360,2562254,19,,1,,36.0,False,0,False,2026-05-10T15:30:00Z,Gameweek 36,False,2,10
361,2562256,1,,3,,37.0,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,2,10
373,2562267,8,,1,,38.0,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,3,10
311,2562205,1,,4,,32.0,False,0,False,2026-04-11T11:30:00Z,Gameweek 32,True,3,11
327,2562221,13,,1,,33.0,False,0,False,2026-04-19T15:30:00Z,Gameweek 33,False,5,11
331,2562226,1,,15,,34.0,False,0,False,2026-04-25T16:30:00Z,Gameweek 34,True,3,11
341,2562236,1,,10,,35.0,False,0,False,2026-05-02T16:30:00Z,Gameweek 35,True,3,11
360,2562254,19,,1,,36.0,False,0,False,2026-05-10T15:30:00Z,Gameweek 36,False,2,11
361,2562256,1,,3,,37.0,False,0,False,2026-05-17T14:00:00Z,Gameweek 37,True,2,11
373,2562267,8,,1,,38.0,False,0,False,2026-05-24T15:00:00Z,Gameweek 38,False,3,11
311,2562205,1,,4,,32.0,False,0,False,2026-04-11T11:30:00Z,Gameweek 32,True,3,13
327,2562221,13,,1,,33.0,False,0,False,2026-04-19T15:30:00Z,Gameweek 33,False,5,13
