element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,player_id
143,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,21121,0,0,143
143,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-8058,12877,0,8058,143
144,10,10,1,False,2026-08-24T19:00:00Z,2,3,1,False,75,0,0,0,2,0,0,0,0,0,0,0,2,7.2,9.8,6.0,2.3,2,4,1,3,1,0.00,0.03,0.03,1.11,50,0,98423,0,0,144
144,16,5,1,True,2026-08-30T13:00:00Z,4,3,2,False,90,0,0,0,3,0,0,0,0,0,0,0,-1,7.8,0.7,0.0,0.9,4,3,1,5,1,0.00,0.01,0.01,1.41,50,2378,122291,13325,10947,144
145,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,1057,0,0,145
145,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,67,0,0,0,2,0,0,0,1,0,0,0,-2,19.4,0.9,0.0,2.0,9,0,0,9,1,0.00,0.01,0.01,1.26,50,552,3489,813,261,145
146,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,2313,0,0,146
146,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-568,2126,232,800,146
148,10,10,1,False,2026-08-24T19:00:00Z,2,3,1,False,64,0,0,0,2,0,0,0,0,0,0,0,5,8.4,12.3,11.0,3.2,1,2,2,3,1,0.01,0.03,0.04,1.05,45,0,40724,0,0,148
148,16,5,4,True,2026-08-30T13:00:00Z,4,3,2,False,90,0,1,0,3,0,0,0,0,0,0,0,12,30.0,20.7,0.0,5.1,4,3,2,6,1,0.00,0.06,0.06,1.41,45,-126,47286,4358,4484,148
149,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,90,0,0,0,2,0,0,0,1,0,0,0,6,6.0,1.6,7.0,1.5,2,3,2,4,1,0.01,0.03,0.04,1.33,50,0,142918,0,0,149
149,16,5,1,True,2026-08-30T13:00:00Z,4,3,2,False,71,0,0,0,2,0,0,0,0,0,0,0,2,13.2,0.4,0.0,1.4,8,2,1,9,1,0.00,0.00,0.00,1.31,50,-7208,150119,10571,17779,149
150,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,6689,0,0,150
150,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-544,7741,405,949,150
151,10,10,3,False,2026-08-24T19:00:00Z,2,3,1,False,90,0,0,0,2,0,0,0,0,0,0,0,13,33.2,2.2,2.0,3.7,10,6,5,15,1,0.00,0.01,0.01,1.33,45,0,24066,0,0,151
151,16,5,1,True,2026-08-30T13:00:00Z,4,3,2,False,22,0,0,0,1,0,0,0,0,0,0,0,-1,6.2,0.1,0.0,0.6,2,0,1,3,0,0.00,0.00,0.00,0.14,45,4931,37116,8065,3134,151
152,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,263643,0,0,152
152,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-64977,209865,4960,69937,152
154,10,10,13,False,2026-08-24T19:00:00Z,2,3,1,False,82,1,1,0,2,0,0,0,0,0,0,3,60,65.2,41.3,54.0,16.1,0,7,2,9,1,0.28,0.19,0.47,1.24,95,0,919516,0,0,154
154,16,5,7,True,2026-08-30T13:00:00Z,4,3,2,False,90,1,0,0,3,0,0,0,0,0,0,0,28,40.8,25.3,26.0,9.2,2,4,2,8,1,0.66,0.13,0.79,1.41,95,344912,1644351,376872,31960,154
156,10,10,1,False,2026-08-24T19:00:00Z,2,3,1,False,14,0,0,0,0,0,0,0,0,0,0,0,9,5.2,4.1,4.0,1.3,0,3,1,4,0,0.03,0.07,0.10,0.22,65,0,116795,0,0,156
156,16,5,7,True,2026-08-30T13:00:00Z,4,3,2,False,67,1,0,0,2,0,0,0,0,0,0,0,32,45.2,25.6,38.0,10.9,3,1,0,4,1,0.41,0.33,0.74,1.26,65,-17727,117566,5635,23362,156
157,10,10,1,False,2026-08-24T19:00:00Z,2,3,1,False,7,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.4,0.0,0.1,0,1,0,1,0,0.00,0.00,0.00,0.09,65,0,109575,0,0,157
157,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,65,-18220,111448,5564,23784,157
158,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,0,3231,0,0,158
158,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,60,-502,3391,271,773,158
159,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,347122,0,0,159
159,16,5,1,True,2026-08-30T13:00:00Z,4,3,2,False,13,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.07,55,-88842,282404,9481,98323,159
161,10,10,1,False,2026-08-24T19:00:00Z,2,3,1,False,64,0,0,0,2,0,0,0,1,0,0,0,8,13.6,21.9,33.0,6.9,2,4,3,9,1,0.21,0.03,0.24,1.05,50,0,4654,0,0,161
161,16,5,7,True,2026-08-30T13:00:00Z,4,3,2,False,67,1,0,0,2,0,0,0,0,0,0,0,32,39.0,0.8,33.0,7.3,3,3,1,7,1,0.54,0.00,0.54,1.26,50,254,6337,1173,919,161
163,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,18298,0,0,163
163,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1635,18847,1252,2887,163
164,10,10,1,False,2026-08-24T19:00:00Z,2,3,1,False,8,0,0,0,0,0,0,0,0,0,0,0,2,1.2,0.3,2.0,0.4,1,0,0,1,0,0.00,0.00,0.00,0.09,55,0,3758,0,0,164
164,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-589,4061,231,820,164
165,10,10,11,False,2026-08-24T19:00:00Z,2,3,1,False,90,1,1,0,2,0,0,0,0,0,0,2,45,51.2,23.0,37.0,11.1,1,2,0,3,1,0.63,0.06,0.69,1.33,75,0,5764207,0,0,165
165,16,5,9,True,2026-08-30T13:00:00Z,4,3,2,False,90,1,1,0,3,1,0,0,0,0,0,2,44,52.8,22.5,46.0,12.1,0,2,1,3,1,1.23,0.04,1.27,1.41,76,377023,6802308,405188,28165,165
168,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,42801,0,0,168
168,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-3968,43955,2178,6146,168
169,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,30422,0,0,169
169,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1480,34265,2929,4409,169
170,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,11724,0,0,170
170,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-884,14647,1450,2334,170
200,10,10,6,False,2026-08-24T19:00:00Z,2,3,1,False,90,0,1,0,2,0,0,0,0,0,0,0,25,44.2,11.2,2.0,5.7,7,2,5,12,1,0.00,0.20,0.20,1.33,60,0,792478,0,0,200
200,16,5,1,True,2026-08-30T13:00:00Z,4,3,2,False,90,0,0,0,3,0,0,0,0,0,0,0,-3,13.0,0.1,6.0,1.9,8,1,1,9,1,0.02,0.00,0.02,1.41,60,18715,946023,63522,44807,200
560,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,6087,0,0,560
560,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-370,7073,395,765,560
561,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,1770,0,0,561
561,16,5,0,True,2026-08-30T13:00:00Z,4,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-324,1737,122,446,561
568,10,10,0,False,2026-08-24T19:00:00Z,2,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,12041,0,0,568
568,16,5,1,True,2026-08-30T13:00:00Z,4,3,2,False,8,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,4.0,0.2,1,0,0,1,0,0.04,0.00,0.04,0.07,55,-1133,13561,528,1661,568
583,10,10,1,False,2026-08-24T19:00:00Z,2,3,1,False,25,0,0,0,0,0,0,0,0,0,0,0,3,2.4,0.2,2.0,0.5,1,1,0,1,0,0.00,0.00,0.00,0.28,50,0,17073,0,0,583
583,16,5,1,True,2026-08-30T13:00:00Z,4,3,2,False,18,0,0,0,1,0,0,0,0,0,0,0,1,6.4,0.3,0.0,0.7,2,1,1,3,0,0.00,0.02,0.02,0.09,50,-1477,19574,1081,2558,583
91,2,19,0,True,2026-08-22T16:30:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,7000,0,0,91
91,13,11,1,True,2026-08-29T14:00:00Z,0,1,2,False,12,0,0,0,1,0,0,0,0,0,0,0,-1,3.8,0.7,0.0,0.5,2,0,0,2,0,0.00,0.00,0.00,0.54,45,-397,7757,574,971,91
104,1,1,2,False,2026-08-21T19:00:00Z,3,0,1,False,90,0,0,0,3,0,0,0,0,0,0,0,8,3.6,1.6,0.0,0.5,3,5,1,9,1,0.00,0.01,0.01,1.88,50,0,13188,0,0,104
104,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,856,16442,2456,1600,104
110,1,1,1,False,2026-08-21T19:00:00Z,3,0,1,False,90,0,0,0,3,0,0,0,0,0,2,0,0,14.2,0.0,0.0,1.4,1,7,0,0,1,0.00,0.01,0.01,1.88,45,0,100521,0,0,110
110,13,11,2,True,2026-08-29T14:00:00Z,0,1,2,False,90,0,0,0,1,0,0,0,0,0,1,0,10,10.6,0.0,0.0,1.1,1,13,0,0,1,0.00,0.00,0.00,0.72,45,7259,122624,11931,4672,110
171,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,142267,0,0,171
171,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-3777,152756,2634,6411,171
172,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,42690,0,0,172
172,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-3213,45549,227,3440,172
173,1,1,3,False,2026-08-21T19:00:00Z,3,0,1,False,90,0,0,0,3,0,0,0,0,0,0,0,11,23.2,11.2,1.0,3.5,9,2,1,10,1,0.02,0.01,0.03,1.88,40,0,721945,0,0,173
173,13,11,8,True,2026-08-29T14:00:00Z,0,1,2,False,77,0,0,1,0,0,0,0,0,0,0,2,28,17.0,0.7,0.0,1.8,9,6,0,9,1,0.00,0.01,0.01,0.18,40,14221,791028,38111,23890,173
174,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,60272,0,0,174
174,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-4266,64130,520,4786,174
175,1,1,1,False,2026-08-21T19:00:00Z,3,0,1,False,90,0,0,0,3,0,0,0,0,0,0,0,-8,10.6,2.0,2.0,1.5,6,3,1,7,1,0.00,0.01,0.01,1.88,40,0,1257228,0,0,175
175,13,11,2,True,2026-08-29T14:00:00Z,0,1,2,False,90,0,0,0,1,0,0,0,0,0,0,0,15,15.4,33.9,6.0,5.5,1,3,1,2,1,0.00,0.19,0.19,0.72,40,-15407,1295672,34451,49858,175
176,1,1,1,False,2026-08-21T19:00:00Z,3,0,1,False,90,0,0,0,3,0,0,0,0,0,0,0,-4,13.8,3.8,0.0,1.8,6,1,0,6,1,0.00,0.02,0.02,1.88,40,0,73424,0,0,176
176,13,11,2,True,2026-08-29T14:00:00Z,0,1,2,False,90,0,0,0,1,0,0,0,0,0,0,0,15,15.2,7.3,17.0,4.0,1,3,2,3,1,0.18,0.05,0.23,0.72,40,-830,82832,3224,4054,176
177,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,6032,0,0,177
177,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-582,5764,168,750,177
178,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,7091,0,0,178
178,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-238,8500,506,744,178
179,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,3977,0,0,179
179,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-260,3984,160,420,179
180,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,16501,0,0,180
180,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-1282,16943,946,2228,180
181,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,0,3736,0,0,181
181,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,40,-82,4079,256,338,181
182,1,1,1,False,2026-08-21T19:00:00Z,3,0,1,False,90,0,0,0,3,0,0,0,0,0,0,0,1,28.8,0.8,0.0,3.0,9,4,0,9,1,0.00,0.01,0.01,1.88,40,0,75420,0,0,182
182,13,11,1,True,2026-08-29T14:00:00Z,0,1,2,False,90,0,0,0,1,0,0,0,1,0,0,0,4,11.4,2.1,5.0,1.9,4,1,0,4,1,0.02,0.04,0.06,0.72,40,-1183,84795,3328,4511,182
183,1,1,1,False,2026-08-21T19:00:00Z,3,0,1,False,20,0,0,0,0,0,0,0,0,0,0,0,3,5.6,3.8,17.0,2.6,0,4,1,5,0,0.15,0.00,0.15,0.29,50,0,13002,0,0,183
183,13,11,3,True,2026-08-29T14:00:00Z,0,1,2,False,70,0,0,1,0,0,0,0,0,0,0,0,12,6.8,27.7,4.0,3.9,1,4,1,6,1,0.06,0.09,0.15,0.02,50,-49,14191,1250,1299,183
184,1,1,2,False,2026-08-21T19:00:00Z,3,0,1,False,90,0,0,0,3,0,0,0,0,0,0,0,14,13.4,3.7,0.0,1.7,4,3,0,7,1,0.00,0.01,0.01,1.88,50,0,17412,0,0,184
184,13,11,2,True,2026-08-29T14:00:00Z,0,1,2,False,90,0,0,0,1,0,0,0,0,0,0,0,14,14.2,20.9,2.0,3.7,1,9,0,10,1,0.01,0.04,0.05,0.72,50,674,20154,2290,1616,184
185,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,10294,0,0,185
185,13,11,1,True,2026-08-29T14:00:00Z,0,1,2,False,31,0,0,0,1,0,0,0,0,0,0,0,8,6.2,5.9,7.0,1.9,0,2,2,4,0,0.02,0.02,0.04,0.69,50,-1318,9710,137,1455,185
186,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,11314,0,0,186
186,13,11,1,True,2026-08-29T14:00:00Z,0,1,2,False,57,0,0,0,0,0,0,0,0,0,0,0,4,4.2,16.0,0.0,2.0,2,2,0,4,1,0.00,0.06,0.06,0.02,55,-1089,12149,489,1578,186
187,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,1503,0,0,187
187,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-230,1391,69,299,187
188,1,1,1,False,2026-08-21T19:00:00Z,3,0,1,False,28,0,0,0,0,0,0,0,0,0,0,0,8,6.8,16.4,0.0,2.3,1,0,0,1,0,0.00,0.11,0.11,0.32,55,0,15509,0,0,188
188,13,11,1,True,2026-08-29T14:00:00Z,0,1,2,False,19,0,0,0,1,0,0,0,0,0,0,0,2,0.0,3.6,0.0,0.3,0,2,0,2,0,0.00,0.01,0.01,0.69,55,-1275,16221,549,1824,188
189,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,28435,0,0,189
189,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-2158,28459,1013,3171,189
190,1,1,2,False,2026-08-21T19:00:00Z,3,0,1,False,81,0,0,0,3,0,0,0,0,0,0,0,11,1.8,6.0,3.0,1.1,3,5,0,8,1,0.04,0.02,0.06,1.76,55,0,12321,0,0,190
190,13,11,1,True,2026-08-29T14:00:00Z,0,1,2,False,58,0,0,0,0,0,0,0,0,0,0,0,7,7.0,18.5,5.0,3.1,2,3,1,6,1,0.05,0.13,0.18,0.02,55,1311,16325,2762,1451,190
191,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,16813,0,0,191
191,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-1193,16655,680,1873,191
192,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,62690,0,0,192
192,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-4618,62913,2576,7194,192
193,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,0,18871,0,0,193
193,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,55,-5318,13634,107,5425,193
194,1,1,2,False,2026-08-21T19:00:00Z,3,0,1,False,69,0,0,0,3,0,0,0,0,0,0,0,9,4.6,1.1,0.0,0.6,5,1,0,6,1,0.00,0.02,0.02,1.60,50,0,66198,0,0,194
194,13,11,1,True,2026-08-29T14:00:00Z,0,1,2,False,32,0,0,0,1,0,0,0,0,0,0,0,5,1.2,2.0,2.0,0.5,0,2,0,2,0,0.00,0.00,0.00,0.69,50,6706,83366,14594,7888,194
195,1,1,2,False,2026-08-21T19:00:00Z,3,0,1,False,69,0,0,0,3,0,0,0,0,0,0,0,7,2.6,12.3,2.0,1.7,1,2,0,3,1,0.00,0.01,0.01,1.60,50,0,78607,0,0,195
195,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,10333,100916,19936,9603,195
196,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,1827,0,0,196
196,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,-590,1206,0,590,196
197,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,0,4620,0,0,197
197,13,11,0,True,2026-08-29T14:00:00Z,0,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-788,3783,0,788,197
492,1,1,1,False,2026-08-21T19:00:00Z,3,0,1,False,20,0,0,0,0,0,0,0,0,0,0,0,4,0.0,1.4,0.0,0.1,0,1,0,1,0,0.00,0.00,0.00,0.29,55,0,76129,0,0,492
492,13,11,2,True,2026-08-29T14:00:00Z,0,1,2,False,90,0,0,0,1,0,0,0,0,0,0,0,6,10.0,23.6,65.0,9.9,1,2,0,3,1,0.93,0.03,0.96,0.72,55,-639,83094,8654,9293,492
575,1,1,1,False,2026-08-21T19:00:00Z,3,0,1,False,61,0,0,0,3,0,0,0,1,0,0,0,2,0.0,3.1,0.0,0.0,0,3,0,3,1,0.00,0.00,0.00,1.56,50,0,23536,0,0,575
575,13,11,3,True,2026-08-29T14:00:00Z,0,1,2,False,70,0,0,1,0,0,0,0,0,0,0,0,17,9.4,16.0,7.0,3.2,3,4,0,7,1,0.03,0.13,0.16,0.02,50,-1578,23711,997,2575,575
584,1,1,1,False,2026-08-21T19:00:00Z,3,0,1,False,8,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.3,0.0,0.1,0,1,0,1,0,0.00,0.00,0.00,0.13,55,0,12932,0,0,584
584,13,11,1,True,2026-08-29T14:00:00Z,0,1,2,False,19,0,0,0,1,0,0,0,0,0,0,0,2,0.2,1.5,0.0,0.2,0,0,0,0,0,0.00,0.02,0.02,0.69,55,-1042,13996,386,1428,584
599,1,1,0,False,2026-08-21T19:00:00Z,3,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,50,0,7348,0,0,599
