id,web_name,team_name,team_short_name,element_type,now_cost,form,points_per_game,total_points,selected_by_percent,minutes,goals_scored,assists,clean_sheets,bonus,status
124,Groß,Brighton,BHA,3,5.8,9.4,9.4,47,27.4,450,3,4,3,9,a
229,Tarkowski,Everton,EVE,2,6.1,9.2,8.6,43,15.7,450,1,1,3,7,a
330,Bogle,Leeds,LEE,2,4.6,9.0,8.4,42,6.7,365,2,0,4,6,a
94,Schade,Brentford,BRE,3,6.2,9.0,7.8,39,10.6,447,3,2,2,6,a
411,Haaland,Man City,MCI,4,15.6,7.8,7.8,39,73.6,450,5,0,2,9,a
115,De Cuyper,Brighton,BHA,2,4.9,7.6,7.6,38,27.1,423,1,3,3,5,a
391,Gvardiol,Man City,MCI,2,5.7,7.4,7.4,37,26.5,434,1,3,2,6,a
426,B.Fernandes,Man Utd,MUN,3,11.9,7.2,6.2,31,38.8,450,3,1,0,3,a
286,Belloumi,Hull City,HUL,3,5.1,7.0,6.2,31,4.8,394,2,2,3,2,a
649,Maitland-Niles,Everton,EVE,2,4.5,7.0,7.0,21,1.2,177,1,0,2,2,a
399,Cherki,Man City,MCI,3,7.8,6.8,6.8,34,28.2,302,3,2,1,5,a
165,João Pedro,Chelsea,CHE,4,7.7,6.6,8.2,33,66.0,360,3,3,0,7,d
379,Isak,Liverpool,LIV,4,9.1,6.6,6.6,33,22.3,413,4,0,3,8,a
397,Semenyo,Man City,MCI,3,8.4,6.6,6.6,33,15.4,450,2,3,2,2,a
480,Gibbs-White,Nott'm Forest,NFO,3,8.0,6.5,5.6,28,15.7,450,1,2,1,6,a
504,Vuskovic,Brighton,BHA,2,5.0,6.4,6.4,32,3.5,437,1,0,3,2,a
367,Gakpo,Liverpool,LIV,3,7.2,6.4,6.4,32,12.6,370,1,3,2,5,a
68,Tavernier,Bournemouth,BOU,3,6.1,6.2,6.2,31,6.7,424,3,0,0,8,a
449,Hall,Newcastle,NEW,2,5.3,6.2,6.2,31,16.7,449,1,1,1,6,a
572,Tzolakis,Hull City,HUL,1,4.6,6.0,6.8,34,12.3,450,0,0,3,6,a
1,Raya,Arsenal,ARS,1,6.1,6.0,6.0,30,42.2,450,0,0,3,3,a
69,Scott,Bournemouth,BOU,3,6.1,6.0,6.0,30,5.7,446,1,2,1,5,a
388,Guéhi,Man City,MCI,2,6.0,6.0,6.0,30,18.3,450,1,1,2,4,a
