id,web_name,team_name,team_short_name,element_type,now_cost,form,points_per_game,total_points,selected_by_percent,minutes,goals_scored,assists,clean_sheets,bonus,status
426,B.Fernandes,Man Utd,MUN,3,12.0,12.5,12.5,25,47.6,180,3,1,0,3,a
399,Cherki,Man City,MCI,3,7.6,11.0,11.0,22,19.2,108,2,2,0,4,a
154,Palmer,Chelsea,CHE,3,9.6,10.0,10.0,20,17.8,172,2,1,0,3,a
165,João Pedro,Chelsea,CHE,4,7.6,10.0,10.0,20,69.4,180,2,2,0,4,a
279,Ajayi,Hull City,HUL,2,4.0,10.0,10.0,20,5.0,153,1,0,2,2,a
572,Tzolakis,Hull City,HUL,1,4.5,10.0,10.0,20,5.0,180,0,0,2,6,a
565,M.Sangaré,Brentford,BRE,3,5.6,9.0,9.0,18,10.6,165,0,2,1,3,a
229,Tarkowski,Everton,EVE,2,6.0,9.0,9.0,18,9.7,180,1,0,1,2,a
115,De Cuyper,Brighton,BHA,2,4.6,8.5,8.5,17,12.0,167,1,1,1,2,a
277,Egan,Hull City,HUL,2,4.0,8.5,8.5,17,3.0,180,0,0,2,1,a
335,Stach,Leeds,LEE,3,6.0,8.5,8.5,17,2.8,180,1,0,1,3,a
367,Gakpo,Liverpool,LIV,3,7.0,8.5,8.5,17,7.2,160,1,1,0,3,a
454,Elanga,Newcastle,NEW,3,6.1,8.5,8.5,17,5.5,156,2,0,1,2,a
86,Lewis-Potter,Brentford,BRE,3,5.5,8.0,8.0,16,1.5,177,1,1,1,3,a
586,Mendy,Hull City,HUL,2,4.0,8.0,8.0,16,5.0,121,1,0,1,1,a
123,Hinshelwood,Brighton,BHA,3,6.0,8.0,16.0,16,1.8,63,2,0,1,3,d
88,Kayode,Brentford,BRE,2,4.6,7.5,7.5,15,8.7,162,1,0,1,1,a
124,Groß,Brighton,BHA,3,5.5,7.5,7.5,15,13.1,180,1,1,1,3,a
411,Haaland,Man City,MCI,4,15.5,7.5,7.5,15,69.5,180,2,0,0,3,a
480,Gibbs-White,Nott'm Forest,NFO,3,7.9,7.5,7.5,15,8.7,180,1,1,0,3,a
544,Xhaka,Sunderland,SUN,3,5.5,7.5,7.5,15,4.6,180,0,1,1,5,a
69,Scott,Bournemouth,BOU,3,6.0,7.0,7.0,14,1.7,176,1,0,1,3,a
391,Gvardiol,Man City,MCI,2,5.6,7.0,7.0,14,16.3,164,1,1,0,1,a
449,Hall,Newcastle,NEW,2,5.0,7.0,7.0,14,6.1,180,0,0,1,3,a
94,Schade,Brentford,BRE,3,6.0,6.5,6.5,13,3.6,177,1,0,1,3,a
40,Rogers,Chelsea,CHE,3,7.5,6.5,6.5,13,25.9,171,1,1,0,1,a
236,Dewsbury-Hall,Everton,EVE,3,6.5,6.5,6.5,13,4.6,180,1,0,1,3,a
237,Ndiaye,Everton,EVE,3,6.0,6.5,6.5,13,15.2,180,0,1,1,1,a
427,Mbeumo,Man Utd,MUN,3,8.0,6.5,6.5,13,32.3,180,1,1,0,2,a
258,Castagne,Fulham,FUL,2,4.5,6.0,6.0,12,0.6,157,0,2,1,0,a
282,Giles,Hull City,HUL,2,4.0,6.0,6.0,12,1.0,174,0,0,2,0,a
332,Justin,Leeds,LEE,2,4.5,6.0,6.0,12,1.4,180,0,0,1,2,a
385,Trafford,Leeds,LEE,1,5.0,6.0,6.0,12,4.9,180,0,0,1,2,a
368,Szoboszlai,Liverpool,LIV,3,7.0,6.0,6.0,12,42.3,180,1,0,0,1,a
388,Guéhi,Man City,MCI,2,6.0,6.0,6.0,12,19.4,180,1,0,0,2,a
464,Wissa,Newcastle,NEW,4,6.1,6.0,6.0,12,7.2,171,1,1,1,2,a
593,Dedić,Newcastle,NEW,2,4.5,6.0,6.0,12,1.2,180,0,1,1,2,a
483,Ndoye,Nott'm Forest,NFO,3,5.5,6.0,6.0,12,0.6,126,1,0,1,2,a
68,Tavernier,Bournemouth,BOU,3,6.0,5.5,5.5,11,2.5,180,1,0,0,3,a
87,Ajer,Brentford,BRE,2,4.5,5.5,5.5,11,4.4,180,0,0,1,0,a
127,Gomez,Brighton,BHA,3,5.0,5.5,5.5,11,4.1,175,0,2,1,0,a
173,Thomas,Coventry City,COV,2,4.0,5.5,5.5,11,8.1,167,0,0,1,2,a
327,Bijol,Leeds,LEE,2,5.0,5.5,5.5,11,1.0,135,0,0,1,2,a
428,Cunha,Man Utd,MUN,3,8.0,5.5,5.5,11,8.7,158,0,2,0,1,a
10,White,Arsenal,ARS,2,5.5,5.5,11.0,11,7.0,90,0,1,1,2,a
15,Ødegaard,Arsenal,ARS,3,6.6,5.5,11.0,11,11.9,75,1,0,1,3,a
98,Janelt,Brentford,BRE,3,5.0,5.0,5.0,10,0.6,180,1,0,1,0,a
226,Pickford,Everton,EVE,1,5.5,5.0,5.0,10,9.0,180,0,0,1,0,a
230,Branthwaite,Everton,EVE,2,5.5,5.0,5.0,10,1.8,180,0,0,1,0,a
233,Mykolenko,Everton,EVE,2,4.5,5.0,5.0,10,1.7,180,0,0,1,0,a
244,Armstrong,Everton,EVE,3,5.0,5.0,5.0,10,0.3,176,0,1,1,0,a
249,Barry,Everton,EVE,4,5.5,5.0,5.0,10,3.9,147,1,0,1,2,a
316,Emersonn,Ipswich Town,IPS,4,5.5,5.0,5.0,10,1.9,110,1,0,0,3,d
591,Enciso,Ipswich Town,IPS,3,5.5,5.0,5.0,10,0.6,160,0,2,0,0,a
334,Muharemović,Leeds,LEE,2,5.0,5.0,5.0,10,3.3,180,0,0,1,0,a
377,Munoz,Liverpool,LIV,3,6.5,5.0,5.0,10,0.9,117,1,1,0,0,a
379,Isak,Liverpool,LIV,4,9.0,5.0,5.0,10,16.2,180,1,0,0,2,a
398,Foden,Man City,MCI,3,7.0,5.0,5.0,10,4.4,171,0,2,0,1,a
8,Calafiori,Arsenal,ARS,2,5.6,4.5,9.0,9,41.5,80,0,1,1,0,a
12,Saka,Arsenal,ARS,3,9.5,4.5,9.0,9,10.1,67,1,0,1,1,a
533,Mukiele,Sunderland,SUN,2,5.5,4.5,9.0,9,2.4,90,0,0,1,1,a
79,Evanilson,Bournemouth,BOU,4,6.0,4.5,4.5,9,3.2,154,0,2,2,0,a
82,Kelleher,Brentford,BRE,1,5.0,4.5,4.5,9,6.8,180,0,0,1,0,a
84,Collins,Brentford,BRE,2,5.5,4.5,4.5,9,2.1,180,0,0,1,0,a
605,Yalcouyé,Brighton,BHA,3,4.5,4.5,4.5,9,0.6,77,1,0,0,1,a
268,King,Fulham,FUL,3,5.5,4.5,4.5,9,0.6,180,1,0,0,0,a
286,Belloumi,Hull City,HUL,3,5.0,4.5,4.5,9,0.7,172,0,1,2,0,a
346,Calvert-Lewin,Leeds,LEE,4,6.0,4.5,4.5,9,27.3,180,1,0,1,2,a
445,Thiaw,Newcastle,NEW,2,5.0,4.5,4.5,9,1.9,180,0,0,1,0,a
