id,web_name,team_name,team_short_name,element_type,now_cost,form,points_per_game,total_points,selected_by_percent,minutes,goals_scored,assists,clean_sheets,bonus,status
411,Haaland,Man City,MCI,4,15.5,0.0,6.8,239,74.9,2953,27,8,13,43,a
426,B.Fernandes,Man Utd,MUN,3,12.0,0.0,6.7,235,48.8,3065,9,24,7,41,a
4,Gabriel,Arsenal,ARS,2,8.0,0.0,6.5,209,25.3,2750,3,5,18,30,a
397,Semenyo,Man City,MCI,3,8.5,0.0,5.5,202,20.3,3200,17,6,12,18,a
480,Gibbs-White,Nott'm Forest,NFO,3,8.0,0.0,5.1,188,12.8,3101,15,4,10,18,a
13,Rice,Arsenal,ARS,3,7.5,0.0,5.1,184,22.0,3093,4,9,18,23,a
106,Thiago,Brentford,BRE,4,8.0,0.0,4.8,181,16.7,3282,22,1,10,22,a
481,Anderson,Man City,MCI,3,6.5,0.0,4.7,180,12.2,3332,4,5,10,16,a
388,Guéhi,Man City,MCI,2,6.0,0.0,5.1,179,25.0,3150,3,5,14,14,a
165,João Pedro,Chelsea,CHE,4,7.5,0.0,5.1,177,48.7,2658,15,9,10,30,a
498,Senesi,Spurs,TOT,2,6.0,0.0,4.7,175,11.8,3288,0,6,11,14,a
356,Virgil,Liverpool,LIV,2,6.5,0.0,4.6,175,15.5,3420,6,1,10,10,a
229,Tarkowski,Everton,EVE,2,6.0,0.0,4.6,170,10.2,3330,2,3,11,12,a
40,Rogers,Chelsea,CHE,3,7.5,0.0,4.6,169,33.9,3280,10,8,9,17,a
260,Wilson,Leeds,LEE,3,6.5,0.0,4.7,168,9.3,2674,10,9,9,21,a
55,Watkins,Aston Villa,AVL,4,8.0,0.0,4.5,167,12.5,2833,16,4,9,26,a
61,Truffert,Bournemouth,BOU,2,5.5,0.0,4.3,165,4.7,3378,1,6,11,19,a
1,Raya,Arsenal,ARS,1,6.0,0.0,4.4,162,29.8,3330,0,0,19,11,a
387,O'Reilly,Man City,MCI,2,6.5,0.0,4.7,160,24.3,2643,5,4,14,10,a
368,Szoboszlai,Liverpool,LIV,3,7.0,0.0,4.4,160,45.4,3232,6,7,9,21,a
239,Garner,Everton,EVE,3,6.0,0.0,4.2,159,2.1,3413,2,7,11,13,i
12,Saka,Arsenal,ARS,3,9.5,0.0,5.1,157,10.9,2218,7,10,12,18,a
155,Enzo,Chelsea,CHE,3,7.0,0.0,4.4,157,5.1,3114,10,5,8,19,a
452,Bruno G.,Newcastle,NEW,3,7.0,0.0,5.3,154,8.2,2456,9,7,6,22,a
389,Matheus N.,Man City,MCI,2,6.0,0.0,4.5,154,5.5,2861,1,8,12,16,a
200,Lacroix,Crystal Palace,CRY,2,6.0,0.0,4.4,154,12.3,3085,1,2,11,11,a
236,Dewsbury-Hall,Everton,EVE,3,6.5,0.0,4.9,151,4.3,2629,8,7,8,18,a
533,Mukiele,Sunderland,SUN,2,5.5,0.0,4.7,151,8.2,2784,3,5,9,11,a
5,J.Timber,Arsenal,ARS,2,6.5,0.0,5.0,149,0.7,2452,3,6,13,9,i
427,Mbeumo,Man Utd,MUN,3,8.0,0.0,4.5,148,13.3,2611,11,3,8,16,a
112,Van Hecke,Spurs,TOT,2,5.0,0.0,4.1,148,8.3,3210,3,3,10,8,a
542,E.Le Fée,Sunderland,SUN,3,6.0,0.0,4.1,147,6.8,2930,5,6,10,16,a
371,Gravenberch,Liverpool,LIV,3,6.0,0.0,4.0,144,1.7,2991,5,5,9,17,a
428,Cunha,Man Utd,MUN,3,8.0,0.0,4.3,143,15.2,2493,10,4,8,14,a
82,Kelleher,Brentford,BRE,1,5.0,0.0,3.9,143,5.6,3330,0,0,10,11,a
346,Calvert-Lewin,Leeds,LEE,4,6.0,0.0,4.1,142,17.7,2721,14,2,8,20,a
335,Stach,Leeds,LEE,3,6.0,0.0,4.7,137,1.5,2369,5,6,7,14,a
6,Saliba,Arsenal,ARS,2,6.0,0.0,4.4,137,0.5,2614,1,0,15,12,i
68,Tavernier,Bournemouth,BOU,3,6.0,0.0,4.0,137,1.5,2732,7,4,11,14,a
201,Muñoz,Crystal Palace,CRY,2,5.5,0.0,4.7,136,12.5,2400,4,4,10,9,a
95,O.Dango,Brentford,BRE,3,6.5,0.0,4.2,136,1.5,2271,7,8,6,16,a
143,Chalobah,Chelsea,CHE,2,5.5,0.0,4.0,136,2.1,2780,3,1,9,7,a
529,Roefs,Sunderland,SUN,1,5.0,0.0,3.9,136,5.9,3150,0,0,10,12,a
69,Scott,Bournemouth,BOU,3,6.0,0.0,3.7,136,1.6,2848,3,2,11,9,a
399,Cherki,Man City,MCI,3,7.5,0.0,4.1,135,9.9,1772,4,13,8,16,a
384,Donnarumma,Man City,MCI,1,5.5,0.0,4.0,135,11.2,3060,0,0,15,5,a
525,Fernandes,Spurs,TOT,3,6.0,0.0,3.8,135,4.6,3017,3,4,8,7,a
