id,web_name,team_name,team_short_name,element_type,now_cost,form,points_per_game,total_points,selected_by_percent,minutes,goals_scored,assists,clean_sheets,bonus,status
115,De Cuyper,Brighton,BHA,2,4.5,17.0,17.0,17,2.9,77,1,1,1,2,a
123,Hinshelwood,Brighton,BHA,3,6.0,16.0,16.0,16,1.0,63,2,0,1,3,a
586,Mendy,Hull City,HUL,2,4.0,15.0,15.0,15,1.7,63,1,0,1,1,d
565,M.Sangaré,Brentford,BRE,3,5.5,14.0,14.0,14,4.5,75,0,2,1,3,a
279,Ajayi,Hull City,HUL,2,4.0,14.0,14.0,14,1.3,63,1,0,1,2,d
88,Kayode,Brentford,BRE,2,4.5,13.0,13.0,13,4.3,75,1,0,1,1,a
335,Stach,Leeds,LEE,3,6.0,13.0,13.0,13,1.2,90,1,0,1,3,a
367,Gakpo,Liverpool,LIV,3,7.0,12.0,12.0,12,3.9,90,1,0,0,3,a
10,White,Arsenal,ARS,2,5.5,11.0,11.0,11,5.1,90,0,1,1,2,a
15,Ødegaard,Arsenal,ARS,3,6.5,11.0,11.0,11,9.6,75,1,0,1,3,a
236,Dewsbury-Hall,Everton,EVE,3,6.5,11.0,11.0,11,3.9,90,1,0,1,3,a
68,Tavernier,Bournemouth,BOU,3,6.0,10.0,10.0,10,1.7,90,1,0,0,3,a
86,Lewis-Potter,Brentford,BRE,3,5.5,10.0,10.0,10,0.6,90,1,0,1,2,a
572,Tzolakis,Hull City,HUL,1,4.5,10.0,10.0,10,1.1,90,0,0,1,3,a
327,Bijol,Leeds,LEE,2,5.0,10.0,10.0,10,0.5,90,0,0,1,2,a
332,Justin,Leeds,LEE,2,4.5,10.0,10.0,10,0.7,90,0,0,1,2,a
388,Guéhi,Man City,MCI,2,6.0,10.0,10.0,10,17.6,90,1,0,0,2,a
8,Calafiori,Arsenal,ARS,2,5.5,9.0,9.0,9,40.4,80,0,1,1,0,a
12,Saka,Arsenal,ARS,3,9.5,9.0,9.0,9,10.0,67,1,0,1,1,a
98,Janelt,Brentford,BRE,3,5.0,9.0,9.0,9,0.2,90,1,0,1,0,a
237,Ndiaye,Everton,EVE,3,6.0,9.0,9.0,9,16.0,90,0,1,1,1,a
316,Emersonn,Ipswich Town,IPS,4,5.5,9.0,9.0,9,0.9,65,1,0,0,3,a
385,Trafford,Leeds,LEE,1,5.0,9.0,9.0,9,3.3,90,0,0,1,2,a
391,Gvardiol,Man City,MCI,2,5.5,9.0,9.0,9,11.6,90,1,0,0,1,a
454,Elanga,Newcastle,NEW,3,6.0,9.0,9.0,9,1.0,75,1,0,0,2,a
544,Xhaka,Sunderland,SUN,3,5.5,9.0,9.0,9,4.5,90,0,1,0,2,a
87,Ajer,Brentford,BRE,2,4.5,8.0,8.0,8,3.6,90,0,0,1,0,a
244,Armstrong,Everton,EVE,3,5.0,8.0,8.0,8,0.1,90,0,1,1,0,a
249,Barry,Everton,EVE,4,5.5,8.0,8.0,8,1.7,78,1,0,1,2,a
277,Egan,Hull City,HUL,2,4.0,8.0,8.0,8,1.7,90,0,0,1,0,a
368,Szoboszlai,Liverpool,LIV,3,7.0,8.0,8.0,8,42.0,90,1,0,0,1,a
399,Cherki,Man City,MCI,3,7.5,8.0,8.0,8,8.6,27,0,2,0,1,a
82,Kelleher,Brentford,BRE,1,5.0,7.0,7.0,7,6.0,90,0,0,1,0,a
130,Wieffer,Brighton,BHA,2,5.0,7.0,7.0,7,0.3,77,0,0,1,1,a
226,Pickford,Everton,EVE,1,5.5,7.0,7.0,7,8.3,90,0,0,1,0,a
313,Clarke,Ipswich Town,IPS,3,5.5,7.0,7.0,7,0.3,19,1,0,0,1,a
1,Raya,Arsenal,ARS,1,6.0,6.0,6.0,6,37.8,90,0,0,1,0,a
11,Mosquera,Arsenal,ARS,2,5.5,6.0,6.0,6,6.1,90,0,0,1,0,a
26,Havertz,Arsenal,ARS,4,7.5,6.0,6.0,6,6.3,90,1,0,1,0,a
557,Tzolis,Arsenal,ARS,3,6.5,6.0,6.0,6,25.4,75,0,1,1,0,a
