id,web_name,team_name,team_short_name,element_type,now_cost,form,points_per_game,total_points,selected_by_percent,minutes,goals_scored,assists,clean_sheets,bonus,status
698,Okafor,Leeds,LEE,3,5.6,8.2,3.9,109,2.2,1553,8,3,6,11,i
515,Gibbs-White,Nott'm Forest,NFO,3,7.5,7.8,4.9,172,8.7,2921,13,4,10,16,d
418,Doku,Man City,MCI,3,6.5,7.0,4.3,116,5.5,1653,5,8,8,15,a
74,Truffert,Bournemouth,BOU,2,4.7,6.6,4.3,155,4.6,3198,1,4,11,18,a
72,Senesi,Bournemouth,BOU,2,5.2,6.4,4.8,169,21.2,3108,0,6,11,14,a
260,Guéhi,Man City,MCI,2,5.1,6.0,5.2,171,32.7,2970,3,5,13,14,a
457,Casemiro,Man Utd,MUN,3,5.9,6.0,5.0,164,5.4,2495,9,4,9,20,a
242,Dewsbury-Hall,Everton,EVE,3,5.2,6.0,5.1,147,6.6,2456,8,7,8,18,a
694,Mukiele,Sunderland,SUN,2,4.6,6.0,4.8,145,8.5,2604,3,5,9,11,a
64,Watkins,Aston Villa,AVL,4,8.7,6.0,4.0,139,14.4,2653,12,3,9,20,a
783,Groß,Brighton,BHA,3,5.6,6.0,4.3,73,3.2,1456,1,6,6,9,a
807,Rayan,Bournemouth,BOU,3,5.4,6.0,4.8,62,1.5,955,5,2,5,3,a
500,Osula,Newcastle,NEW,4,5.4,6.0,2.8,61,0.9,656,5,1,2,10,a
5,Gabriel,Arsenal,ARS,2,7.3,5.8,6.7,202,45.2,2615,3,5,17,30,a
148,F.Kadıoğlu,Brighton,BHA,2,4.4,5.8,3.3,115,1.3,2950,1,2,10,7,a
526,Igor Jesus,Nott'm Forest,NFO,4,5.9,5.8,3.1,110,2.4,2120,6,6,9,13,a
517,Anderson,Nott'm Forest,NFO,3,5.6,5.6,4.6,166,7.0,3178,4,3,10,13,a
163,Hinshelwood,Brighton,BHA,3,5.1,5.6,3.4,86,1.0,1582,4,5,6,2,a
430,Haaland,Man City,MCI,4,14.7,5.5,6.8,230,64.4,2863,26,8,13,40,a
411,O'Reilly,Man City,MCI,2,5.3,5.5,4.8,158,19.9,2553,5,4,14,10,a
1,Raya,Arsenal,ARS,1,6.1,5.4,4.3,156,35.5,3240,0,0,18,11,a
387,Szoboszlai,Liverpool,LIV,3,7.0,5.2,4.4,149,13.0,3052,6,5,9,20,a
733,Lammens,Man Utd,MUN,1,5.1,5.2,3.4,102,3.3,2700,0,0,7,11,a
151,Van Hecke,Brighton,BHA,2,4.6,5.0,4.3,145,10.9,3030,3,3,10,8,a
666,Gyökeres,Arsenal,ARS,4,9.0,5.0,3.7,126,15.4,2193,14,1,12,16,a
139,Verbruggen,Brighton,BHA,1,4.6,5.0,3.5,126,9.6,3240,0,0,10,6,a
314,Leno,Fulham,FUL,1,4.9,5.0,3.2,114,2.1,3240,0,0,8,8,a
311,Beto,Everton,EVE,4,5.0,5.0,2.9,101,3.0,1473,9,1,5,15,a
136,Thiago,Brentford,BRE,4,7.3,4.8,4.9,177,32.0,3102,22,1,10,22,a
373,Virgil,Liverpool,LIV,2,6.1,4.8,4.4,159,30.8,3240,4,1,10,10,a
90,Scott,Bournemouth,BOU,3,5.0,4.8,3.7,132,2.3,2758,3,2,11,9,a
417,Cherki,Man City,MCI,3,6.6,4.8,4.3,129,20.1,1695,4,12,8,16,a
77,Hill,Bournemouth,BOU,2,4.2,4.8,3.9,106,7.5,1922,0,3,8,4,a
100,Kroupi.Jr,Bournemouth,BOU,4,4.6,4.8,3.3,103,6.4,1516,12,0,9,11,a
443,Shaw,Man Utd,MUN,2,4.5,4.8,2.8,101,0.9,3049,0,1,9,3,a
449,B.Fernandes,Man Utd,MUN,3,10.4,4.6,6.4,212,47.5,2885,8,21,6,37,a
6,Saliba,Arsenal,ARS,2,6.2,4.6,4.3,130,15.8,2524,1,0,14,11,a
121,Damsgaard,Brentford,BRE,3,5.6,4.6,3.5,110,0.7,1949,4,4,5,9,a
568,Pedro Porro,Spurs,TOT,2,5.2,4.6,3.4,106,10.8,2523,1,3,8,6,a
502,Sels,Nott'm Forest,NFO,1,4.6,4.6,3.4,100,5.0,2487,0,0,7,3,a
291,Tarkowski,Everton,EVE,2,5.7,4.4,4.7,164,11.3,3150,2,3,11,12,a
668,Xhaka,Sunderland,SUN,3,5.1,4.4,3.8,121,3.2,2721,1,6,9,8,a
126,Jensen,Brentford,BRE,3,4.9,4.4,2.8,94,0.1,2095,3,2,9,1,a
706,Justin,Leeds,LEE,2,4.0,4.4,3.2,83,2.1,1623,2,1,5,9,a
458,Mainoo,Man Utd,MUN,3,4.7,4.4,2.6,67,1.2,1473,1,2,5,2,a
527,Awoniyi,Nott'm Forest,NFO,4,5.2,4.4,2.8,42,0.4,432,4,2,1,4,a
101,Kelleher,Brentford,BRE,1,4.8,4.2,3.9,135,12.1,3150,0,0,10,9,a
670,Roefs,Sunderland,SUN,1,4.8,4.2,4.0,131,8.2,2970,0,0,10,12,a
547,E.Le Fée,Sunderland,SUN,3,4.8,4.2,3.8,129,1.5,2750,4,5,10,10,a
384,Gakpo,Liverpool,LIV,3,7.3,4.2,3.7,127,5.6,2573,7,5,10,5,a
508,N.Williams,Nott'm Forest,NFO,2,4.8,4.2,3.6,125,4.3,3023,2,3,9,15,a
683,Alderete,Sunderland,SUN,2,4.1,4.2,3.9,124,5.6,2775,1,1,10,5,a
613,Souček,West Ham,WHU,3,5.7,4.2,3.0,99,0.4,2038,5,2,6,9,a
173,Wieffer,Brighton,BHA,3,4.9,4.2,3.7,92,0.4,1811,2,4,6,6,d
145,De Cuyper,Brighton,BHA,2,4.3,4.2,2.9,82,1.5,1269,2,3,5,9,a
624,Bowen,West Ham,WHU,4,7.7,4.0,4.8,173,12.7,3226,8,12,7,25,a
107,Lewis-Potter,Brentford,BRE,2,4.8,4.0,3.2,109,1.5,1782,3,3,9,5,a
636,S.Bueno,Wolves,WOL,2,4.4,4.0,3.3,88,0.1,2372,3,2,4,4,a
406,Khusanov,Man City,MCI,2,5.4,4.0,3.1,59,0.7,1247,0,0,5,3,a
47,Rogers,Aston Villa,AVL,3,7.4,3.8,4.4,157,23.6,3190,9,7,9,15,a
407,Matheus N.,Man City,MCI,2,5.3,3.8,4.7,151,3.0,2714,1,8,12,16,a
200,Anthony,Burnley,BUR,3,5.0,3.8,3.5,124,1.8,2543,8,4,4,7,a
317,Andersen,Fulham,FUL,2,4.5,3.8,3.7,123,4.1,2882,0,1,8,8,s
381,M.Salah,Liverpool,LIV,3,14.0,3.8,4.6,116,13.7,2055,7,6,7,10,d
110,Kayode,Brentford,BRE,2,4.6,3.8,3.2,111,1.1,3078,1,2,10,9,a
344,Bijol,Leeds,LEE,2,3.9,3.8,3.9,85,1.1,1639,1,3,4,5,a
541,Reinildo,Sunderland,SUN,2,3.8,3.8,3.0,70,2.9,1786,0,2,6,6,a
438,Mazraoui,Man Utd,MUN,2,4.9,3.8,2.5,47,0.2,904,0,0,4,6,a
815,Disasi,West Ham,WHU,2,4.5,3.8,3.5,42,0.2,1074,0,0,5,1,a
